id,name,section,provisional,country,url,image,pdf
161,BEAGLE,Scent hounds,,GREAT BRITAIN,http://www.fci.be/en/nomenclature/BEAGLE-161.html,http://www.fci.be/Nomenclature/Illustrations/161g06.jpg,http://www.fci.be/Nomenclature/Standards/161g06-en.pdf
162,WHIPPET,Short-haired Sighthounds,,GREAT BRITAIN,http://www.fci.be/en/nomenclature/WHIPPET-162.html,http://www.fci.be/Nomenclature/Illustrations/162g10.jpg,http://www.fci.be/Nomenclature/Standards/162g10-en.pdf
163,BASSET HOUND,Scent hounds,,GREAT BRITAIN,http://www.fci.be/en/nomenclature/BASSET-HOUND-163.html,http://www.fci.be/Nomenclature/Illustrations/163g06.jpg,http://www.fci.be/Nomenclature/Standards/163g06-en.pdf
164,DEERHOUND,Rough-haired Sighthounds,,GREAT BRITAIN,http://www.fci.be/en/nomenclature/DEERHOUND-164.html,http://www.fci.be/Nomenclature/Illustrations/164g10.jpg,http://www.fci.be/Nomenclature/Standards/164g10-en.pdf
165,ITALIAN SPINONE,Continental Pointing Dogs,,ITALY,http://www.fci.be/en/nomenclature/ITALIAN-SPINONE-165.html,,http://www.fci.be/Nomenclature/Standards/165g07-en.pdf
166,GERMAN SHEPHERD DOG,Sheepdogs,,GERMANY,http://www.fci.be/en/nomenclature/GERMAN-SHEPHERD-DOG-166.html,http://www.fci.be/Nomenclature/Illustrations/166g01-1.jpg,http://www.fci.be/Nomenclature/Standards/166g01-en.pdf
167,AMERICAN COCKER SPANIEL,Flushing Dogs,,UNITED STATES OF AMERICA,http://www.fci.be/en/nomenclature/AMERICAN-COCKER-SPANIEL-167.html,,http://www.fci.be/Nomenclature/Standards/167g08-en.pdf
168,DANDIE DINMONT TERRIER,Small sized Terriers,,GREAT BRITAIN,http://www.fci.be/en/nomenclature/DANDIE-DINMONT-TERRIER-168.html,http://www.fci.be/Nomenclature/Illustrations/168g03.jpg,http://www.fci.be/Nomenclature/Standards/168g03-en.pdf
169,FOX TERRIER (WIRE),Large and medium sized Terriers,,GREAT BRITAIN,http://www.fci.be/en/nomenclature/FOX-TERRIER-WIRE-169.html,http://www.fci.be/Nomenclature/Illustrations/169g03.jpg,http://www.fci.be/Nomenclature/Standards/169g03-en.pdf
170,CASTRO LABOREIRO DOG,Molossian type,,PORTUGAL,http://www.fci.be/en/nomenclature/CASTRO-LABOREIRO-DOG-170.html,http://www.fci.be/Nomenclature/Illustrations/170g02.jpg,http://www.fci.be/Nomenclature/Standards/170g02-en.pdf
171,BOUVIER DES ARDENNES,Cattledogs (except Swiss Cattledogs),,BELGIUM,http://www.fci.be/en/nomenclature/BOUVIER-DES-ARDENNES-171.html,,http://www.fci.be/Nomenclature/Standards/171g01-en.pdf
172,POODLE,Poodle,,FRANCE,http://www.fci.be/en/nomenclature/POODLE-172.html,http://www.fci.be/Nomenclature/Illustrations/172g09.jpg,http://www.fci.be/Nomenclature/Standards/172g09-en.pdf
173,ESTRELA MOUNTAIN DOG,Molossian type,,PORTUGAL,http://www.fci.be/en/nomenclature/ESTRELA-MOUNTAIN-DOG-173.html,http://www.fci.be/Nomenclature/Illustrations/173g02.jpg,http://www.fci.be/Nomenclature/Standards/173g02-en.pdf
175,FRENCH SPANIEL,Continental Pointing Dogs,,FRANCE,http://www.fci.be/en/nomenclature/FRENCH-SPANIEL-175.html,http://www.fci.be/Nomenclature/Illustrations/175g07.jpg,http://www.fci.be/Nomenclature/Standards/175g07-en.pdf
176,PICARDY SHEEPDOG,Sheepdogs,,FRANCE,http://www.fci.be/en/nomenclature/PICARDY-SHEEPDOG-176.html,,http://www.fci.be/Nomenclature/Standards/176g01-en.pdf
177,ARIEGE POINTING DOG,Continental Pointing Dogs,,FRANCE,http://www.fci.be/en/nomenclature/ARIEGE-POINTING-DOG-177.html,,http://www.fci.be/Nomenclature/Standards/177g07-en.pdf
179,BOURBONNAIS POINTING DOG,Continental Pointing Dogs,,FRANCE,http://www.fci.be/en/nomenclature/BOURBONNAIS-POINTING-DOG-179.html,http://www.fci.be/Nomenclature/Illustrations/179g07.jpg,http://www.fci.be/Nomenclature/Standards/179g07-en.pdf
180,AUVERGNE POINTER,Continental Pointing Dogs,,FRANCE,http://www.fci.be/en/nomenclature/AUVERGNE-POINTER-180.html,http://www.fci.be/Nomenclature/Illustrations/180g07.jpg,http://www.fci.be/Nomenclature/Standards/180g07-en.pdf
181,GIANT SCHNAUZER,Pinscher and Schnauzer type,,GERMANY,http://www.fci.be/en/nomenclature/GIANT-SCHNAUZER-181.html,http://www.fci.be/Nomenclature/Illustrations/181g02.jpg,http://www.fci.be/Nomenclature/Standards/181g02-en.pdf
182,SCHNAUZER,Pinscher and Schnauzer type,,GERMANY,http://www.fci.be/en/nomenclature/SCHNAUZER-182.html,http://www.fci.be/Nomenclature/Illustrations/182g02.jpg,http://www.fci.be/Nomenclature/Standards/182g02-en.pdf
183,MINIATURE SCHNAUZER,Pinscher and Schnauzer type,,GERMANY,http://www.fci.be/en/nomenclature/MINIATURE-SCHNAUZER-183.html,http://www.fci.be/Nomenclature/Illustrations/183g02.jpg,http://www.fci.be/Nomenclature/Standards/183g02-en.pdf
184,GERMAN PINSCHER,Pinscher and Schnauzer type,,GERMANY,http://www.fci.be/en/nomenclature/GERMAN-PINSCHER-184.html,http://www.fci.be/Nomenclature/Illustrations/184g02.jpg,http://www.fci.be/Nomenclature/Standards/184g02-en.pdf
185,MINIATURE PINSCHER,Pinscher and Schnauzer type,,GERMANY,http://www.fci.be/en/nomenclature/MINIATURE-PINSCHER-185.html,http://www.fci.be/Nomenclature/Illustrations/185g02.jpg,http://www.fci.be/Nomenclature/Standards/185g02-en.pdf
186,AFFENPINSCHER,Pinscher and Schnauzer type,,GERMANY,http://www.fci.be/en/nomenclature/AFFENPINSCHER-186.html,http://www.fci.be/Nomenclature/Illustrations/186g02.jpg,http://www.fci.be/Nomenclature/Standards/186g02-en.pdf
187,PORTUGUESE POINTING DOG,Continental Pointing Dogs,,PORTUGAL,http://www.fci.be/en/nomenclature/PORTUGUESE-POINTING-DOG-187.html,http://www.fci.be/Nomenclature/Illustrations/187g07.jpg,http://www.fci.be/Nomenclature/Standards/187g07-en.pdf
188,SLOUGHI,Short-haired Sighthounds,,MOROCCO,http://www.fci.be/en/nomenclature/SLOUGHI-188.html,,http://www.fci.be/Nomenclature/Standards/188g10-en.pdf
189,FINNISH LAPPONIAN DOG,Nordic Watchdogs and Herders,,FINLAND,http://www.fci.be/en/nomenclature/FINNISH-LAPPONIAN-DOG-189.html,http://www.fci.be/Nomenclature/Illustrations/189g05-1.jpg,http://www.fci.be/Nomenclature/Standards/189g05-en.pdf
190,HOVAWART,Molossian type,,GERMANY,http://www.fci.be/en/nomenclature/HOVAWART-190.html,,http://www.fci.be/Nomenclature/Standards/190g02-en.pdf
191,BOUVIER DES FLANDRES,Cattledogs (except Swiss Cattledogs),,"BELGIUM, FRANCE",http://www.fci.be/en/nomenclature/BOUVIER-DES-FLANDRES-191.html,,http://www.fci.be/Nomenclature/Standards/191g01-en.pdf
192,KROMFOHRLÄNDER,Kromfohrländer,,GERMANY,http://www.fci.be/en/nomenclature/KROMFOHRLANDER-192.html,http://www.fci.be/Nomenclature/Illustrations/192g09.jpg,http://www.fci.be/Nomenclature/Standards/192g09-en.pdf
193,BORZOI - RUSSIAN HUNTING SIGHTHOUND,Long-haired or fringed Sighthounds,,RUSSIA,http://www.fci.be/en/nomenclature/BORZOI-RUSSIAN-HUNTING-SIGHTHOUND-193.html,http://www.fci.be/Nomenclature/Illustrations/193g10.jpg,http://www.fci.be/Nomenclature/Standards/193g10-en.pdf
194,BERGAMASCO SHEPHERD DOG,Sheepdogs,,ITALY,http://www.fci.be/en/nomenclature/BERGAMASCO-SHEPHERD-DOG-194.html,http://www.fci.be/Nomenclature/Illustrations/194g01-1.jpg,http://www.fci.be/Nomenclature/Standards/194g01-en.pdf
195,ITALIAN VOLPINO,European Spitz,,ITALY,http://www.fci.be/en/nomenclature/ITALIAN-VOLPINO-195.html,,http://www.fci.be/Nomenclature/Standards/195g05-en.pdf
196,BOLOGNESE,Bichons and related breeds,,ITALY,http://www.fci.be/en/nomenclature/BOLOGNESE-196.html,,http://www.fci.be/Nomenclature/Standards/196g09-en.pdf
197,NEAPOLITAN MASTIFF,Molossian type,,ITALY,http://www.fci.be/en/nomenclature/NEAPOLITAN-MASTIFF-197.html,,http://www.fci.be/Nomenclature/Standards/197g02-en.pdf
198,ITALIAN ROUGH-HAIRED SEGUGIO,Scent hounds,,ITALY,http://www.fci.be/en/nomenclature/ITALIAN-ROUGH-HAIRED-SEGUGIO-198.html,,http://www.fci.be/Nomenclature/Standards/198g06-en.pdf
199,CIRNECO DELL'ETNA,Primitive type - Hunting Dogs,,ITALY,http://www.fci.be/en/nomenclature/CIRNECO-DELL-ETNA-199.html,,http://www.fci.be/Nomenclature/Standards/199g05-en.pdf
200,ITALIAN SIGHTHOUND,Short-haired Sighthounds,,ITALY,http://www.fci.be/en/nomenclature/ITALIAN-SIGHTHOUND-200.html,,http://www.fci.be/Nomenclature/Standards/200g10-en.pdf
201,MAREMMA AND THE ABRUZZES SHEEPDOG,Sheepdogs,,ITALY,http://www.fci.be/en/nomenclature/MAREMMA-AND-THE-ABRUZZES-SHEEPDOG-201.html,,http://www.fci.be/Nomenclature/Standards/201g01-en.pdf
202,ITALIAN POINTING DOG,Continental Pointing Dogs,,ITALY,http://www.fci.be/en/nomenclature/ITALIAN-POINTING-DOG-202.html,http://www.fci.be/Nomenclature/Illustrations/202g07.jpg,http://www.fci.be/Nomenclature/Standards/202g07-en.pdf
203,NORWEGIAN HOUND,Scent hounds,,NORWAY,http://www.fci.be/en/nomenclature/NORWEGIAN-HOUND-203.html,http://www.fci.be/Nomenclature/Illustrations/203g06.jpg,http://www.fci.be/Nomenclature/Standards/203g06-en.pdf
204,SPANISH HOUND,Scent hounds,,SPAIN,http://www.fci.be/en/nomenclature/SPANISH-HOUND-204.html,,http://www.fci.be/Nomenclature/Standards/204g06-en.pdf
205,CHOW CHOW,Asian Spitz and related breeds,,CHINA,http://www.fci.be/en/nomenclature/CHOW-CHOW-205.html,http://www.fci.be/Nomenclature/Illustrations/205g05.jpg,http://www.fci.be/Nomenclature/Standards/205g05-en.pdf
206,JAPANESE CHIN,Japan Chin and Pekingese,,JAPAN,http://www.fci.be/en/nomenclature/JAPANESE-CHIN-206.html,http://www.fci.be/Nomenclature/Illustrations/206g09.jpg,http://www.fci.be/Nomenclature/Standards/206g09-en.pdf
207,PEKINGESE,Japan Chin and Pekingese,,CHINA,http://www.fci.be/en/nomenclature/PEKINGESE-207.html,http://www.fci.be/Nomenclature/Illustrations/207g09.jpg,http://www.fci.be/Nomenclature/Standards/207g09-en.pdf
208,SHIH TZU,Tibetan breeds,,Tibet (China),http://www.fci.be/en/nomenclature/SHIH-TZU-208.html,http://www.fci.be/Nomenclature/Illustrations/208g09.jpg,http://www.fci.be/Nomenclature/Standards/208g09-en.pdf
209,TIBETAN TERRIER,Tibetan breeds,,Tibet (China),http://www.fci.be/en/nomenclature/TIBETAN-TERRIER-209.html,http://www.fci.be/Nomenclature/Illustrations/209g09.jpg,http://www.fci.be/Nomenclature/Standards/209g09-en.pdf
211,CANADIAN ESKIMO DOG,Nordic Sledge Dogs,,CANADA,http://www.fci.be/en/nomenclature/CANADIAN-ESKIMO-DOG-211.html,http://www.fci.be/Nomenclature/Illustrations/211g05.jpg,http://www.fci.be/Nomenclature/Standards/211g05-en.pdf
212,SAMOYED,Nordic Sledge Dogs,,"NORTHERN RUSSIA, SIBERIA",http://www.fci.be/en/nomenclature/SAMOYED-212.html,http://www.fci.be/Nomenclature/Illustrations/212g05.jpg,http://www.fci.be/Nomenclature/Standards/212g05-en.pdf
213,HANOVERIAN SCENT HOUND,Leash (scent) Hounds,,GERMANY,http://www.fci.be/en/nomenclature/HANOVERIAN-SCENT-HOUND-213.html,http://www.fci.be/Nomenclature/Illustrations/213g06-1.jpg,http://www.fci.be/Nomenclature/Standards/213g06-en.pdf
214,HELLENIC HOUND,Scent hounds,,GREECE,http://www.fci.be/en/nomenclature/HELLENIC-HOUND-214.html,,http://www.fci.be/Nomenclature/Standards/214g06-en.pdf
215,BICHON FRISE,Bichons and related breeds,,"BELGIUM, FRANCE",http://www.fci.be/en/nomenclature/BICHON-FRISE-215.html,http://www.fci.be/Nomenclature/Illustrations/215g09-1.jpg,http://www.fci.be/Nomenclature/Standards/215g09-en.pdf
216,PUDELPOINTER,Continental Pointing Dogs,,GERMANY,http://www.fci.be/en/nomenclature/PUDELPOINTER-216.html,,http://www.fci.be/Nomenclature/Standards/216g07-en.pdf
217,BAVARIAN MOUNTAIN SCENT HOUND,Leash (scent) Hounds,,GERMANY,http://www.fci.be/en/nomenclature/BAVARIAN-MOUNTAIN-SCENT-HOUND-217.html,http://www.fci.be/Nomenclature/Illustrations/217g06-1.jpg,http://www.fci.be/Nomenclature/Standards/217g06-en.pdf
218,CHIHUAHUA,Chihuahueno,,MEXICO,http://www.fci.be/en/nomenclature/CHIHUAHUA-218.html,http://www.fci.be/Nomenclature/Illustrations/218g09-1.jpg,http://www.fci.be/Nomenclature/Standards/218g09-en.pdf
219,FRENCH TRICOLOUR HOUND,Scent hounds,,FRANCE,http://www.fci.be/en/nomenclature/FRENCH-TRICOLOUR-HOUND-219.html,,http://www.fci.be/Nomenclature/Standards/219g06-en.pdf
220,FRENCH WHITE & BLACK HOUND,Scent hounds,,FRANCE,http://www.fci.be/en/nomenclature/FRENCH-WHITE-BLACK-HOUND-220.html,http://www.fci.be/Nomenclature/Illustrations/220g06.jpg,http://www.fci.be/Nomenclature/Standards/220g06-en.pdf
221,FRISIAN WATER DOG,Water Dogs,,THE NETHERLANDS,http://www.fci.be/en/nomenclature/FRISIAN-WATER-DOG-221.html,,http://www.fci.be/Nomenclature/Standards/221g08-en.pdf
222,STABIJHOUN,Continental Pointing Dogs,,THE NETHERLANDS,http://www.fci.be/en/nomenclature/STABIJHOUN-222.html,http://www.fci.be/Nomenclature/Illustrations/222g07-1.jpg,http://www.fci.be/Nomenclature/Standards/222g07-en.pdf
223,DUTCH SHEPHERD DOG,Sheepdogs,,THE NETHERLANDS,http://www.fci.be/en/nomenclature/DUTCH-SHEPHERD-DOG-223.html,http://www.fci.be/Nomenclature/Illustrations/223g01-1.jpg,http://www.fci.be/Nomenclature/Standards/223g01-en.pdf
224,DRENTSCHE PARTRIDGE DOG,Continental Pointing Dogs,,THE NETHERLANDS,http://www.fci.be/en/nomenclature/DRENTSCHE-PARTRIDGE-DOG-224.html,http://www.fci.be/Nomenclature/Illustrations/224g07-1.jpg,http://www.fci.be/Nomenclature/Standards/224g07-en.pdf
225,FILA BRASILEIRO,Molossian type,,BRAZIL,http://www.fci.be/en/nomenclature/FILA-BRASILEIRO-225.html,http://www.fci.be/Nomenclature/Illustrations/225g02.jpg,http://www.fci.be/Nomenclature/Standards/225g02-en.pdf
226,LANDSEER (EUROPEAN CONTINENTAL TYPE),Molossian type,,"GERMANY, SWITZERLAND",http://www.fci.be/en/nomenclature/LANDSEER-EUROPEAN-CONTINENTAL-TYPE-226.html,,http://www.fci.be/Nomenclature/Standards/226g02-en.pdf
227,LHASA APSO,Tibetan breeds,,Tibet (China),http://www.fci.be/en/nomenclature/LHASA-APSO-227.html,http://www.fci.be/Nomenclature/Illustrations/227g09.jpg,http://www.fci.be/Nomenclature/Standards/227g09-en.pdf
228,AFGHAN HOUND,Long-haired or fringed Sighthounds,,AFGHANISTAN,http://www.fci.be/en/nomenclature/AFGHAN-HOUND-228.html,http://www.fci.be/Nomenclature/Illustrations/228g10.jpg,http://www.fci.be/Nomenclature/Standards/228g10-en.pdf
229,SERBIAN TRICOLOUR HOUND,Scent hounds,,SERBIA,http://www.fci.be/en/nomenclature/SERBIAN-TRICOLOUR-HOUND-229.html,http://www.fci.be/Nomenclature/Illustrations/229g06.jpg,http://www.fci.be/Nomenclature/Standards/229g06-en.pdf
230,TIBETAN MASTIFF,Molossian type,,Tibet (China),http://www.fci.be/en/nomenclature/TIBETAN-MASTIFF-230.html,,http://www.fci.be/Nomenclature/Standards/230g02-en.pdf
231,TIBETAN SPANIEL,Tibetan breeds,,Tibet (China),http://www.fci.be/en/nomenclature/TIBETAN-SPANIEL-231.html,http://www.fci.be/Nomenclature/Illustrations/231g09.jpg,http://www.fci.be/Nomenclature/Standards/231g09-en.pdf
232,DEUTSCH STICHELHAAR,Continental Pointing Dogs,,GERMANY,http://www.fci.be/en/nomenclature/DEUTSCH-STICHELHAAR-232.html,http://www.fci.be/Nomenclature/Illustrations/232g07.jpg,http://www.fci.be/Nomenclature/Standards/232g07-en.pdf
233,LITTLE LION DOG,Bichons and related breeds,,FRANCE,http://www.fci.be/en/nomenclature/LITTLE-LION-DOG-233.html,http://www.fci.be/Nomenclature/Illustrations/233g09.jpg,http://www.fci.be/Nomenclature/Standards/233g09-en.pdf
234,XOLOITZCUINTLE,Primitive type,,MEXICO,http://www.fci.be/en/nomenclature/XOLOITZCUINTLE-234.html,http://www.fci.be/Nomenclature/Illustrations/234g05-1.jpg,http://www.fci.be/Nomenclature/Standards/234g05-en.pdf
235,GREAT DANE,Molossian type,,GERMANY,http://www.fci.be/en/nomenclature/GREAT-DANE-235.html,http://www.fci.be/Nomenclature/Illustrations/235g02.jpg,http://www.fci.be/Nomenclature/Standards/235g02-en.pdf
236,AUSTRALIAN SILKY TERRIER,Toy Terriers,,AUSTRALIA,http://www.fci.be/en/nomenclature/AUSTRALIAN-SILKY-TERRIER-236.html,http://www.fci.be/Nomenclature/Illustrations/236g03.jpg,http://www.fci.be/Nomenclature/Standards/236g03-en.pdf
237,NORWEGIAN BUHUND,Nordic Watchdogs and Herders,,NORWAY,http://www.fci.be/en/nomenclature/NORWEGIAN-BUHUND-237.html,http://www.fci.be/Nomenclature/Illustrations/237g05.jpg,http://www.fci.be/Nomenclature/Standards/237g05-en.pdf
238,MUDI,Sheepdogs,,HUNGARY,http://www.fci.be/en/nomenclature/MUDI-238.html,http://www.fci.be/Nomenclature/Illustrations/238g01.jpg,http://www.fci.be/Nomenclature/Standards/238g01-en.pdf
239,HUNGARIAN WIRE-HAIRED POINTER,Continental Pointing Dogs,,HUNGARY,http://www.fci.be/en/nomenclature/HUNGARIAN-WIRE-HAIRED-POINTER-239.html,http://www.fci.be/Nomenclature/Illustrations/239g07.jpg,http://www.fci.be/Nomenclature/Standards/239g07-en.pdf
240,HUNGARIAN GREYHOUND,Short-haired Sighthounds,,HUNGARY,http://www.fci.be/en/nomenclature/HUNGARIAN-GREYHOUND-240.html,http://www.fci.be/Nomenclature/Illustrations/240g10.jpg,http://www.fci.be/Nomenclature/Standards/240g10-en.pdf
241,HUNGARIAN HOUND - TRANSYLVANIAN SCENT HOUND,Scent hounds,,HUNGARY,http://www.fci.be/en/nomenclature/HUNGARIAN-HOUND-TRANSYLVANIAN-SCENT-HOUND-241.html,http://www.fci.be/Nomenclature/Illustrations/241g06.jpg,http://www.fci.be/Nomenclature/Standards/241g06-en.pdf
242,NORWEGIAN ELKHOUND GREY,Nordic Hunting Dogs,,NORWAY,http://www.fci.be/en/nomenclature/NORWEGIAN-ELKHOUND-GREY-242.html,http://www.fci.be/Nomenclature/Illustrations/242g05.jpg,http://www.fci.be/Nomenclature/Standards/242g05-en.pdf
243,ALASKAN MALAMUTE,Nordic Sledge Dogs,,UNITED STATES OF AMERICA,http://www.fci.be/en/nomenclature/ALASKAN-MALAMUTE-243.html,,http://www.fci.be/Nomenclature/Standards/243g05-en.pdf
244,SLOVAKIAN HOUND,Scent hounds,,SLOVAKIA,http://www.fci.be/en/nomenclature/SLOVAKIAN-HOUND-244.html,,http://www.fci.be/Nomenclature/Standards/244g06-en.pdf
245,BOHEMIAN WIRE-HAIRED POINTING GRIFFON,Continental Pointing Dogs,,CZECH REPUBLIC,http://www.fci.be/en/nomenclature/BOHEMIAN-WIRE-HAIRED-POINTING-GRIFFON-245.html,,http://www.fci.be/Nomenclature/Standards/245g07-en.pdf
246,CESKY TERRIER,Small sized Terriers,,CZECH REPUBLIC,http://www.fci.be/en/nomenclature/CESKY-TERRIER-246.html,http://www.fci.be/Nomenclature/Illustrations/246g03.jpg,http://www.fci.be/Nomenclature/Standards/246g03-en.pdf
247,ATLAS MOUNTAIN DOG (AIDI),Molossian type,,MOROCCO,http://www.fci.be/en/nomenclature/ATLAS-MOUNTAIN-DOG-AIDI-247.html,,http://www.fci.be/Nomenclature/Standards/247g02-en.pdf
248,PHARAOH HOUND,Primitive type,,MALTA,http://www.fci.be/en/nomenclature/PHARAOH-HOUND-248.html,,http://www.fci.be/Nomenclature/Standards/248g05-en.pdf
249,MAJORCA MASTIFF,Molossian type,,SPAIN,http://www.fci.be/en/nomenclature/MAJORCA-MASTIFF-249.html,,http://www.fci.be/Nomenclature/Standards/249g02-en.pdf
250,HAVANESE,Bichons and related breeds,,CUBA,http://www.fci.be/en/nomenclature/HAVANESE-250.html,,http://www.fci.be/Nomenclature/Standards/250g09-en.pdf
251,POLISH LOWLAND SHEEPDOG,Sheepdogs,,POLAND,http://www.fci.be/en/nomenclature/POLISH-LOWLAND-SHEEPDOG-251.html,http://www.fci.be/Nomenclature/Illustrations/251g01.jpg,http://www.fci.be/Nomenclature/Standards/251g01-en.pdf
252,TATRA SHEPHERD DOG,Sheepdogs,,POLAND,http://www.fci.be/en/nomenclature/TATRA-SHEPHERD-DOG-252.html,http://www.fci.be/Nomenclature/Illustrations/252g01.jpg,http://www.fci.be/Nomenclature/Standards/252g01-en.pdf
253,PUG,Small Molossian type Dogs,,CHINA,http://www.fci.be/en/nomenclature/PUG-253.html,http://www.fci.be/Nomenclature/Illustrations/253g09.jpg,http://www.fci.be/Nomenclature/Standards/253g09-en.pdf
254,ALPINE DACHSBRACKE,Leash (scent) Hounds,,AUSTRIA,http://www.fci.be/en/nomenclature/ALPINE-DACHSBRACKE-254.html,,http://www.fci.be/Nomenclature/Standards/254g06-en.pdf
255,AKITA,Asian Spitz and related breeds,,JAPAN,http://www.fci.be/en/nomenclature/AKITA-255.html,http://www.fci.be/Nomenclature/Illustrations/255g05.jpg,http://www.fci.be/Nomenclature/Standards/255g05-en.pdf
257,SHIBA,Asian Spitz and related breeds,,JAPAN,http://www.fci.be/en/nomenclature/SHIBA-257.html,http://www.fci.be/Nomenclature/Illustrations/257g05.jpg,http://www.fci.be/Nomenclature/Standards/257g05-en.pdf
259,JAPANESE TERRIER,Small sized Terriers,,JAPAN,http://www.fci.be/en/nomenclature/JAPANESE-TERRIER-259.html,http://www.fci.be/Nomenclature/Illustrations/259g03.jpg,http://www.fci.be/Nomenclature/Standards/259g03-en.pdf
260,TOSA,Molossian type,,JAPAN,http://www.fci.be/en/nomenclature/TOSA-260.html,http://www.fci.be/Nomenclature/Illustrations/260g02.jpg,http://www.fci.be/Nomenclature/Standards/260g02-en.pdf
261,HOKKAIDO,Asian Spitz and related breeds,,JAPAN,http://www.fci.be/en/nomenclature/HOKKAIDO-261.html,http://www.fci.be/Nomenclature/Illustrations/261g05.jpg,http://www.fci.be/Nomenclature/Standards/261g05-en.pdf
262,JAPANESE SPITZ,Asian Spitz and related breeds,,JAPAN,http://www.fci.be/en/nomenclature/JAPANESE-SPITZ-262.html,http://www.fci.be/Nomenclature/Illustrations/262g05.jpg,http://www.fci.be/Nomenclature/Standards/262g05-en.pdf
263,CHESAPEAKE BAY RETRIEVER,Retrievers,,UNITED STATES OF AMERICA,http://www.fci.be/en/nomenclature/CHESAPEAKE-BAY-RETRIEVER-263.html,,http://www.fci.be/Nomenclature/Standards/263g08-en.pdf
264,MASTIFF,Molossian type,,GREAT BRITAIN,http://www.fci.be/en/nomenclature/MASTIFF-264.html,,http://www.fci.be/Nomenclature/Standards/264g02-en.pdf
265,NORWEGIAN LUNDEHUND,Nordic Hunting Dogs,,NORWAY,http://www.fci.be/en/nomenclature/NORWEGIAN-LUNDEHUND-265.html,http://www.fci.be/Nomenclature/Illustrations/265g05.jpg,http://www.fci.be/Nomenclature/Standards/265g05-en.pdf
266,HYGEN HOUND,Scent hounds,,NORWAY,http://www.fci.be/en/nomenclature/HYGEN-HOUND-266.html,http://www.fci.be/Nomenclature/Illustrations/266g06.jpg,http://www.fci.be/Nomenclature/Standards/266g06-en.pdf
267,HALDEN HOUND,Scent hounds,,NORWAY,http://www.fci.be/en/nomenclature/HALDEN-HOUND-267.html,http://www.fci.be/Nomenclature/Illustrations/267g06.jpg,http://www.fci.be/Nomenclature/Standards/267g06-en.pdf
268,NORWEGIAN ELKHOUND BLACK,Nordic Hunting Dogs,,NORWAY,http://www.fci.be/en/nomenclature/NORWEGIAN-ELKHOUND-BLACK-268.html,http://www.fci.be/Nomenclature/Illustrations/268g05.jpg,http://www.fci.be/Nomenclature/Standards/268g05-en.pdf
269,SALUKI,Long-haired or fringed Sighthounds,,MIDDLE EAST,http://www.fci.be/en/nomenclature/SALUKI-269.html,,http://www.fci.be/Nomenclature/Standards/269g10-en.pdf
270,SIBERIAN HUSKY,Nordic Sledge Dogs,,UNITED STATES OF AMERICA,http://www.fci.be/en/nomenclature/SIBERIAN-HUSKY-270.html,,http://www.fci.be/Nomenclature/Standards/270g05-en.pdf
271,BEARDED COLLIE,Sheepdogs,,GREAT BRITAIN,http://www.fci.be/en/nomenclature/BEARDED-COLLIE-271.html,http://www.fci.be/Nomenclature/Illustrations/271g01.jpg,http://www.fci.be/Nomenclature/Standards/271g01-en.pdf
272,NORFOLK TERRIER,Small sized Terriers,,GREAT BRITAIN,http://www.fci.be/en/nomenclature/NORFOLK-TERRIER-272.html,http://www.fci.be/Nomenclature/Illustrations/272g03.jpg,http://www.fci.be/Nomenclature/Standards/272g03-en.pdf
273,CANAAN DOG,Primitive type,,ISRAEL,http://www.fci.be/en/nomenclature/CANAAN-DOG-273.html,,http://www.fci.be/Nomenclature/Standards/273g05-en.pdf
274,GREENLAND DOG,Nordic Sledge Dogs,,GREENLAND,http://www.fci.be/en/nomenclature/GREENLAND-DOG-274.html,http://www.fci.be/Nomenclature/Illustrations/274g05.jpg,http://www.fci.be/Nomenclature/Standards/274g05-en.pdf
276,NORRBOTTENSPITZ,Nordic Hunting Dogs,,SWEDEN,http://www.fci.be/en/nomenclature/NORRBOTTENSPITZ-276.html,http://www.fci.be/Nomenclature/Illustrations/276g05.jpg,http://www.fci.be/Nomenclature/Standards/276g05-en.pdf
277,CROATIAN SHEPHERD DOG,Sheepdogs,,CROATIA,http://www.fci.be/en/nomenclature/CROATIAN-SHEPHERD-DOG-277.html,http://www.fci.be/Nomenclature/Illustrations/277g01.jpg,http://www.fci.be/Nomenclature/Standards/277g01-en.pdf
278,KARST SHEPHERD DOG,Molossian type,,SLOVENIA,http://www.fci.be/en/nomenclature/KARST-SHEPHERD-DOG-278.html,http://www.fci.be/Nomenclature/Illustrations/278g02.jpg,http://www.fci.be/Nomenclature/Standards/278g02-en.pdf
279,MONTENEGRIN MOUNTAIN HOUND,Scent hounds,,MONTENEGRO,http://www.fci.be/en/nomenclature/MONTENEGRIN-MOUNTAIN-HOUND-279.html,http://www.fci.be/Nomenclature/Illustrations/279g06.jpg,http://www.fci.be/Nomenclature/Standards/279g06-en.pdf
281,OLD DANISH POINTING DOG,Continental Pointing Dogs,,DENMARK,http://www.fci.be/en/nomenclature/OLD-DANISH-POINTING-DOG-281.html,,http://www.fci.be/Nomenclature/Standards/281g07-en.pdf
282,GRAND GRIFFON VENDEEN,Scent hounds,,FRANCE,http://www.fci.be/en/nomenclature/GRAND-GRIFFON-VENDEEN-282.html,http://www.fci.be/Nomenclature/Illustrations/282g06.jpg,http://www.fci.be/Nomenclature/Standards/282g06-en.pdf
