id,name,group,section,provisional,country,url,image,pdf
64,PINSCHER AUSTRIACO,Perros tipo pinscher y schnauzer,Tipo Pinscher y Schnauzer,,AUSTRIA,https://www.fci.be/es/nomenclature/PINSCHER-AUSTRIACO-64.html,,https://www.fci.be/Nomenclature/Standards/064g02-es.pdf
65,MALTESE,Perros de compañía,Bichons y razas semejantes,,CUENCA MEDITERRÁNEA CENTRAL,https://www.fci.be/es/nomenclature/MALTESE-65.html,,https://www.fci.be/Nomenclature/Standards/065g09-es.pdf
66,GRIFÓN LEONADO DE BRETAÑA,"Perros Tipo sabueso, perros de rastro y razas semejantes",Perros tipo sabueso,,FRANCIA,https://www.fci.be/es/nomenclature/GRIFON-LEONADO-DE-BRETANA-66.html,https://www.fci.be/Nomenclature/Illustrations/066g06.jpg,https://www.fci.be/Nomenclature/Standards/066g06-es.pdf
67,PEQUEÑO BASSET GRIFÓN VENDEANO,"Perros Tipo sabueso, perros de rastro y razas semejantes",Perros tipo sabueso,,FRANCIA,https://www.fci.be/es/nomenclature/PEQUENO-BASSET-GRIFON-VENDEANO-67.html,,https://www.fci.be/Nomenclature/Standards/067g06-es.pdf
68,SABUESO DEL TIROL,"Perros Tipo sabueso, perros de rastro y razas semejantes",Perros tipo sabueso,,AUSTRIA,https://www.fci.be/es/nomenclature/SABUESO-DEL-TIROL-68.html,,https://www.fci.be/Nomenclature/Standards/068g06-es.pdf
70,LAKELAND TERRIER,Terriers,Terriers de talla grande y media,,REINO UNIDO,https://www.fci.be/es/nomenclature/LAKELAND-TERRIER-70.html,https://www.fci.be/Nomenclature/Illustrations/070g03.jpg,https://www.fci.be/Nomenclature/Standards/070g03-es.pdf
71,MANCHESTER TERRIER,Terriers,Terriers de talla grande y media,,REINO UNIDO,https://www.fci.be/es/nomenclature/MANCHESTER-TERRIER-71.html,https://www.fci.be/Nomenclature/Illustrations/071g03.jpg,https://www.fci.be/Nomenclature/Standards/071g03-es.pdf
72,NORWICH TERRIER,Terriers,Terriers de talla pequeña,,REINO UNIDO,https://www.fci.be/es/nomenclature/NORWICH-TERRIER-72.html,https://www.fci.be/Nomenclature/Illustrations/072g03.jpg,https://www.fci.be/Nomenclature/Standards/072g03-es.pdf
73,SCOTTISH TERRIER,Terriers,Terriers de talla pequeña,,REINO UNIDO,https://www.fci.be/es/nomenclature/SCOTTISH-TERRIER-73.html,https://www.fci.be/Nomenclature/Illustrations/073g03.jpg,https://www.fci.be/Nomenclature/Standards/073g03-es.pdf
74,SEALYHAM TERRIER,Terriers,Terriers de talla pequeña,,REINO UNIDO,https://www.fci.be/es/nomenclature/SEALYHAM-TERRIER-74.html,https://www.fci.be/Nomenclature/Illustrations/074g03.jpg,https://www.fci.be/Nomenclature/Standards/074g03-es.pdf
75,SKYE TERRIER,Terriers,Terriers de talla pequeña,,REINO UNIDO,https://www.fci.be/es/nomenclature/SKYE-TERRIER-75.html,https://www.fci.be/Nomenclature/Illustrations/075g03.jpg,https://www.fci.be/Nomenclature/Standards/075g03-es.pdf
76,STAFFORDSHIRE BULL TERRIER,Terriers,Terriers de tipo bull,,REINO UNIDO,https://www.fci.be/es/nomenclature/STAFFORDSHIRE-BULL-TERRIER-76.html,https://www.fci.be/Nomenclature/Illustrations/076g03.jpg,https://www.fci.be/Nomenclature/Standards/076g03-es.pdf
77,SPANIEL CONTINENTAL ENANO DE COMPAÑÍA,Perros de compañía,Spaniel continental enano y otros,,"BÉLGICA, FRANCIA",https://www.fci.be/es/nomenclature/SPANIEL-CONTINENTAL-ENANO-DE-COMPANIA-77.html,,https://www.fci.be/Nomenclature/Standards/077g09-es.pdf
78,WELSH TERRIER,Terriers,Terriers de talla grande y media,,REINO UNIDO,https://www.fci.be/es/nomenclature/WELSH-TERRIER-78.html,https://www.fci.be/Nomenclature/Illustrations/078g03.jpg,https://www.fci.be/Nomenclature/Standards/078g03-es.pdf
80,GRIFFON BRUXELLOIS,Perros de compañía,Perros belgas de talla pequeña,,BÉLGICA,https://www.fci.be/es/nomenclature/GRIFFON-BRUXELLOIS-80.html,,https://www.fci.be/Nomenclature/Standards/080g09-es.pdf
81,GRIFFON BELGE,Perros de compañía,Perros belgas de talla pequeña,,BÉLGICA,https://www.fci.be/es/nomenclature/GRIFFON-BELGE-81.html,https://www.fci.be/Nomenclature/Illustrations/081g09.jpg,https://www.fci.be/Nomenclature/Standards/081g09-es.pdf
