id,name,group,section,provisional,country,url,image,pdf
116,BORDEAUXDOGGE,Pinscher und Schnauzer,Molossoide,,FRANKREICH,https://www.fci.be/de/nomenclature/BORDEAUXDOGGE-116.html,https://www.fci.be/Nomenclature/Illustrations/116g02.jpg,https://www.fci.be/Nomenclature/Standards/116g02-de.pdf
117,DEUTSCH LANGHAAR,Vorstehhunde,Kontinentale Vorstehhunde,,DEUTSCHLAND,https://www.fci.be/de/nomenclature/DEUTSCH-LANGHAAR-117.html,https://www.fci.be/Nomenclature/Illustrations/117g07.jpg,https://www.fci.be/Nomenclature/Standards/117g07-de.pdf
118,GROSSER MÜNSTERLÄNDER VORSTEHHUND,Vorstehhunde,Kontinentale Vorstehhunde,,DEUTSCHLAND,https://www.fci.be/de/nomenclature/GROSSER-MUNSTERLANDER-VORSTEHHUND-118.html,https://www.fci.be/Nomenclature/Illustrations/118g07.jpg,https://www.fci.be/Nomenclature/Standards/118g07-de.pdf
119,DEUTSCH KURZHAAR,Vorstehhunde,Kontinentale Vorstehhunde,,DEUTSCHLAND,https://www.fci.be/de/nomenclature/DEUTSCH-KURZHAAR-119.html,https://www.fci.be/Nomenclature/Illustrations/119g07.jpg,https://www.fci.be/Nomenclature/Standards/119g07-de.pdf
120,IRISCHER ROTER SETTER,Vorstehhunde,Britische und Irische Vorstehhunde,,IRLAND,https://www.fci.be/de/nomenclature/IRISCHER-ROTER-SETTER-120.html,,https://www.fci.be/Nomenclature/Standards/120g07-de.pdf
121,FLAT COATED RETRIEVER,Apportierhunde,Apportierhunde,,GROßBRITANNIEN,https://www.fci.be/de/nomenclature/FLAT-COATED-RETRIEVER-121.html,https://www.fci.be/Nomenclature/Illustrations/121g08.jpg,https://www.fci.be/Nomenclature/Standards/121g08-de.pdf
122,LABRADOR RETRIEVER,Apportierhunde,Apportierhunde,,GROßBRITANNIEN,https://www.fci.be/de/nomenclature/LABRADOR-RETRIEVER-122.html,https://www.fci.be/Nomenclature/Illustrations/122g08.jpg,https://www.fci.be/Nomenclature/Standards/122g08-de.pdf
123,FIELD SPANIEL,Apportierhunde,Stöberhunde,,GROßBRITANNIEN,https://www.fci.be/de/nomenclature/FIELD-SPANIEL-123.html,https://www.fci.be/Nomenclature/Illustrations/123g08.jpg,https://www.fci.be/Nomenclature/Standards/123g08-de.pdf
124,IRISCHER WASSERSPANIEL,Apportierhunde,Wasserhunde,,IRLAND,https://www.fci.be/de/nomenclature/IRISCHER-WASSERSPANIEL-124.html,,https://www.fci.be/Nomenclature/Standards/124g08-de.pdf
125,ENGLISH SPRINGER SPANIEL,Apportierhunde,Stöberhunde,,GROßBRITANNIEN,https://www.fci.be/de/nomenclature/ENGLISH-SPRINGER-SPANIEL-125.html,https://www.fci.be/Nomenclature/Illustrations/125g08.jpg,https://www.fci.be/Nomenclature/Standards/125g08-de.pdf
126,WELSH SPRINGER SPANIEL,Apportierhunde,Stöberhunde,,GROßBRITANNIEN,https://www.fci.be/de/nomenclature/WELSH-SPRINGER-SPANIEL-126.html,https://www.fci.be/Nomenclature/Illustrations/126g08.jpg,https://www.fci.be/Nomenclature/Standards/126g08-de.pdf
127,SUSSEX SPANIEL,Apportierhunde,Stöberhunde,,GROßBRITANNIEN,https://www.fci.be/de/nomenclature/SUSSEX-SPANIEL-127.html,https://www.fci.be/Nomenclature/Illustrations/127g08.jpg,https://www.fci.be/Nomenclature/Standards/127g08-de.pdf
128,KING CHARLES SPANIEL,Gesellschafts,Englische Gesellschaftsspaniel,,GROßBRITANNIEN,https://www.fci.be/de/nomenclature/KING-CHARLES-SPANIEL-128.html,https://www.fci.be/Nomenclature/Illustrations/128g09.jpg,https://www.fci.be/Nomenclature/Standards/128g09-de.pdf
129,SMÅLANDSSTÖVARE,"Laufhunde, Schweisshunde und verwandte Rassen",Laufhunde,,SCHWEDEN,https://www.fci.be/de/nomenclature/SMALANDSSTOVARE-129.html,https://www.fci.be/Nomenclature/Illustrations/129g06.jpg,https://www.fci.be/Nomenclature/Standards/129g06-de.pdf
130,SCHWEDISCHE DACHSBRACKE,"Laufhunde, Schweisshunde und verwandte Rassen",Laufhunde,,SCHWEDEN,https://www.fci.be/de/nomenclature/SCHWEDISCHE-DACHSBRACKE-130.html,https://www.fci.be/Nomenclature/Illustrations/130g06.jpg,https://www.fci.be/Nomenclature/Standards/130g06-de.pdf
131,SCHILLERSTÖVARE,"Laufhunde, Schweisshunde und verwandte Rassen",Laufhunde,,SCHWEDEN,https://www.fci.be/de/nomenclature/SCHILLERSTOVARE-131.html,https://www.fci.be/Nomenclature/Illustrations/131g06.jpg,https://www.fci.be/Nomenclature/Standards/131g06-de.pdf
132,HAMILTONSTÖVARE,"Laufhunde, Schweisshunde und verwandte Rassen",Laufhunde,,SCHWEDEN,https://www.fci.be/de/nomenclature/HAMILTONSTOVARE-132.html,https://www.fci.be/Nomenclature/Illustrations/132g06.jpg,https://www.fci.be/Nomenclature/Standards/132g06-de.pdf
133,FRANZÖSISCHER VORSTEHHUND - TYPUS GASCOGNE,Vorstehhunde,Kontinentale Vorstehhunde,,FRANKREICH,https://www.fci.be/de/nomenclature/FRANZOSISCHER-VORSTEHHUND-TYPUS-GASCOGNE-133.html,https://www.fci.be/Nomenclature/Illustrations/133g07.jpg,https://www.fci.be/Nomenclature/Standards/133g07-de.pdf
134,FRANZÖSISCHER VORSTEHHUND - TYPUS PYRENÄEN,Vorstehhunde,Kontinentale Vorstehhunde,,FRANKREICH,https://www.fci.be/de/nomenclature/FRANZOSISCHER-VORSTEHHUND-TYPUS-PYRENAEN-134.html,https://www.fci.be/Nomenclature/Illustrations/134g07.jpg,https://www.fci.be/Nomenclature/Standards/134g07-de.pdf
135,SCHWEDISCHER LAPPHUND,Spitze und Hunde vom Urtyp,Nordische Wach- und Hütehunde,,SCHWEDEN,https://www.fci.be/de/nomenclature/SCHWEDISCHER-LAPPHUND-135.html,https://www.fci.be/Nomenclature/Illustrations/135g05.jpg,https://www.fci.be/Nomenclature/Standards/135g05-de.pdf
