id,name,group,section,provisional,country,url,image,pdf
253,Мопс,Собаки-компаньйони та декоративні собаки,Маленькі Молоси,,China,https://uku.com.ua/plem_work/standard_ua/09/pug.html,,
254,Альпійський Таксоподібний Гончак,Гончаки по кров’яному сліду та споріднені породи,Зграєві собаки,,Austria,https://uku.com.ua/plem_work/breed_fci/06.html,,
255,Акіта,Шпіци та собаки примітивного типу,Азіатські шпіци та споріднені породи,,Japan,https://uku.com.ua/plem_work/breed_fci/05.html,,
257,Шиба,Шпіци та собаки примітивного типу,Азіатські шпіци та споріднені породи,,Japan,https://uku.com.ua/plem_work/breed_fci/05.html,,
259,Японський Тер’єр,Тер’єри,Тер’єри малого розміру,,Japan,https://uku.com.ua/plem_work/breed_fci/03.html,,
260,Тоса,Пінчери та шнауцери - Молоси та Швейцарські Гірські та Скотогонні собаки,Молоси,,Japan,https://uku.com.ua/plem_work/breed_fci/02.html,,
261,Хоккайдо,Шпіци та собаки примітивного типу,Азіатські шпіци та споріднені породи,,Japan,https://uku.com.ua/plem_work/breed_fci/05.html,,
262,Японський Шпіц,Шпіци та собаки примітивного типу,Азіатські шпіци та споріднені породи,,Japan,https://uku.com.ua/plem_work/breed_fci/05.html,,
263,Чесапік Бей Ретривер,Ретривери - Спанієлі - Водяні Собаки,Ретривери,,USA,https://uku.com.ua/plem_work/breed_fci/08.html,,
264,Мастиф,Пінчери та шнауцери - Молоси та Швейцарські Гірські та Скотогонні собаки,Молоси,,Great Britain,https://uku.com.ua/plem_work/breed_fci/02.html,,
265,Норвезький Лундехунд,Шпіци та собаки примітивного типу,Північні Мисливські Собаки,,Norway,https://uku.com.ua/plem_work/breed_fci/05.html,,
266,Хігенський Гончак - Хігенхунд,Гончаки по кров’яному сліду та споріднені породи,Гончаки по кров’яному сліду,,Norway,https://uku.com.ua/plem_work/breed_fci/06.html,,
